vendor,product,datum
microsoft,windows_98se,1999-08-11
microsoft,windows_98se,1999-09-20
microsoft,windows_98se,2000-03-04
microsoft,windows_98se,2000-10-20
microsoft,windows_98se,2000-12-19
microsoft,windows_98se,2000-12-19
microsoft,windows_98se,2000-12-11
microsoft,windows_98se,2001-01-09
microsoft,windows_98se,2000-04-14
microsoft,windows_98se,2001-07-02
microsoft,windows_98se,2001-12-06
microsoft,windows_98se,2001-12-20
microsoft,windows_98se,2001-12-20
microsoft,windows_98se,2001-07-30
microsoft,windows_98se,2002-03-08
microsoft,windows_98se,2002-03-15
microsoft,windows_98se,2002-10-10
microsoft,windows_98se,2002-10-10
microsoft,windows_98se,2002-10-04
microsoft,windows_98se,2002-10-04
microsoft,windows_98se,2002-12-11
microsoft,windows_98se,2002-12-23
microsoft,windows_98se,2002-12-23
microsoft,windows_98se,2002-12-23
microsoft,windows_98se,2002-12-23
microsoft,windows_98se,2002-12-31
microsoft,windows_98se,2003-03-24
microsoft,windows_98se,2003-08-07
microsoft,windows_98se,2004-06-01
microsoft,windows_98se,2004-08-06
microsoft,windows_98se,2004-08-06
microsoft,windows_98se,2005-01-10
microsoft,windows_98se,2004-11-23
microsoft,windows_98se,2005-04-12
microsoft,windows_98se,2004-08-18
microsoft,windows_98se,2005-01-10
microsoft,windows_98se,2004-12-23
microsoft,windows_98se,2004-12-15
microsoft,windows_98se,2005-05-02
microsoft,windows_98se,2005-05-02
microsoft,windows_98se,2005-05-02
microsoft,windows_98se,2005-08-10
microsoft,windows_98se,2005-05-02
microsoft,windows_98se,2005-05-02
microsoft,windows_98se,2005-05-02
microsoft,windows_98se,2005-05-02
microsoft,windows_98se,2005-04-27
microsoft,windows_98se,2005-05-02
microsoft,windows_98se,2005-05-02
microsoft,windows_98se,2005-06-14
microsoft,windows_98se,2005-06-14
microsoft,windows_98se,2005-06-01
microsoft,windows_98se,2005-07-27
microsoft,windows_98se,2006-02-14
microsoft,windows_98se,2006-01-10
microsoft,windows_98se,2006-04-12
microsoft,windows_98se,2006-01-10
microsoft,windows_98se,2006-01-09
microsoft,windows_98se,2006-06-13
microsoft,windows_98se,2006-06-13
microsoft,windows_98se,2008-10-20
